"ref_area.label","source.label","indicator.label","classif1.label","time","obs_value","note_indicator.label","note_source.label"
"Armenia","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 10. Education","2026M02",177.18,"Frequency: Monthly","Repository: International Monetary Fund"
"Armenia","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 11. Restaurants and hotels","2026M02",177.82,"Frequency: Monthly","Repository: International Monetary Fund"
"Armenia","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 12. Miscellaneous goods and services","2026M02",149.85,"Frequency: Monthly","Repository: International Monetary Fund"
"Antigua and Barbuda","CPS - Cost of Living Index","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: General - Individual consumption expenditure of households","2025M09",125.87,"Frequency: Monthly","Repository: International Monetary Fund"
"Antigua and Barbuda","CPS - Cost of Living Index","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 1. Food and non-alcoholic beverages","2025M09",130.74,"Frequency: Monthly","Repository: International Monetary Fund"
"Antigua and Barbuda","CPS - Cost of Living Index","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 2. Alcoholic beverages, tobacco and narcotics","2025M09",137.55,"Frequency: Monthly","Repository: International Monetary Fund"
"Antigua and Barbuda","CPS - Cost of Living Index","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 3. Clothing and footwear","2025M09",131.64,"Frequency: Monthly","Repository: International Monetary Fund"
"Antigua and Barbuda","CPS - Cost of Living Index","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 4. Housing, water, electricity, gas and other fuels","2025M09",104.51,"Frequency: Monthly","Repository: International Monetary Fund"
"Antigua and Barbuda","CPS - Cost of Living Index","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 5. Furnishings, household equipment and routine household maintenance","2025M09",131.6,"Frequency: Monthly","Repository: International Monetary Fund"
"Antigua and Barbuda","CPS - Cost of Living Index","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 6. Health","2025M09",120.69,"Frequency: Monthly","Repository: International Monetary Fund"
"Antigua and Barbuda","CPS - Cost of Living Index","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 7. Transport","2025M09",121.72,"Frequency: Monthly","Repository: International Monetary Fund"
"Antigua and Barbuda","CPS - Cost of Living Index","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 8. Communication","2025M09",161.99,"Frequency: Monthly","Repository: International Monetary Fund"
"Antigua and Barbuda","CPS - Cost of Living Index","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 9. Recreation and culture","2025M09",88.01,"Frequency: Monthly","Repository: International Monetary Fund"
"Antigua and Barbuda","CPS - Cost of Living Index","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 10. Education","2025M09",101.42,"Frequency: Monthly","Repository: International Monetary Fund"
"Antigua and Barbuda","CPS - Cost of Living Index","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 11. Restaurants and hotels","2025M09",148.79,"Frequency: Monthly","Repository: International Monetary Fund"
"Antigua and Barbuda","CPS - Cost of Living Index","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 12. Miscellaneous goods and services","2025M09",158.56,"Frequency: Monthly","Repository: International Monetary Fund"
"Australia","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: General - Individual consumption expenditure of households","2025M12",100.97,"Frequency: Monthly","Repository: International Monetary Fund"
"Austria","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: General - Individual consumption expenditure of households","2026M01",100.6,"Frequency: Monthly","Repository: International Monetary Fund"
"Azerbaijan","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: General - Individual consumption expenditure of households","2025M12",235.2,"Frequency: Monthly","Repository: International Monetary Fund"
"Azerbaijan","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 1. Food and non-alcoholic beverages","2025M12",280.2,"Frequency: Monthly","Repository: International Monetary Fund"
"Azerbaijan","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 2. Alcoholic beverages, tobacco and narcotics","2025M12",448,"Frequency: Monthly","Repository: International Monetary Fund"
"Azerbaijan","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 3. Clothing and footwear","2025M12",184.1,"Frequency: Monthly","Repository: International Monetary Fund"
"Azerbaijan","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 4. Housing, water, electricity, gas and other fuels","2025M12",226,"Frequency: Monthly","Repository: International Monetary Fund"
"Azerbaijan","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 5. Furnishings, household equipment and routine household maintenance","2025M12",186.3,"Frequency: Monthly","Repository: International Monetary Fund"
"Azerbaijan","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 6. Health","2025M12",160,"Frequency: Monthly","Repository: International Monetary Fund"
"Azerbaijan","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 7. Transport","2025M12",212.7,"Frequency: Monthly","Repository: International Monetary Fund"
"Azerbaijan","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 8. Communication","2025M12",114.1,"Frequency: Monthly","Repository: International Monetary Fund"
"Azerbaijan","CPS - Consumer Price Survey","National consumer price index (CPI) by COICOP (2017 = 100)","COICOP2018: 9. Recreation and culture","2025M12",147.1,"Frequency: Monthly","Repository: International Monetary Fund"
